# jours_ecoules 	 nombreTotalContaminesGrippe 	 nombreTotalContaminesAgentPathogene()
411	0	217241
412	0	217256
413	0	217361
414	0	217436
415	0	217497
416	0	217471
417	0	217512
418	0	217609
419	0	217534
420	0	217571
421	0	217447
422	0	217535
423	0	217479
424	0	217681
425	0	217550
426	0	217803
427	0	217977
428	0	217894
429	0	217972
430	0	217808
431	0	217898
432	0	217863
433	0	217738
434	0	217896
435	0	218017
436	0	217939
437	0	217918
438	19	217816
439	25	217704
440	29	217811
441	54	217589
442	64	217754
443	89	217766
444	125	217906
445	179	217851
446	209	217651
447	266	217682
448	347	217892
449	436	218098
450	554	218352
451	712	218394
452	913	218281
453	1127	218358
454	1309	218409
455	1612	218382
456	1881	218127
457	2264	218116
458	2655	217935
459	3023	218210
460	3436	218370
461	3920	218187
462	4373	218037
463	4786	218075
464	5146	218181
465	5517	218264
466	5955	218337
467	6315	218257
468	6732	218280
469	7097	218157
470	7468	217965
471	7893	217995
472	8287	217987
473	8794	218193
474	9153	218078
475	9525	218049
476	9827	218227
477	10265	218284
478	10700	218393
479	11112	218415
480	11651	218376
481	12038	218218
482	12497	218350
483	12808	218348
484	13022	218714
485	13278	218603
486	13639	218528
487	13849	218452
488	14149	218595
489	14366	218697
490	14652	219023
491	15013	219015
492	15287	219045
493	15408	219043
494	15704	218703
495	15871	218736
496	16152	218603
497	16284	218654
498	16594	218712
499	16804	218713
500	17022	218546
501	17315	218527
502	17517	218506
503	17647	218545
504	17803	218609
505	17925	218605
506	18006	218575
507	18108	218480
508	18260	218442
509	18382	218272
510	18651	218194
511	18599	218100
512	18853	218115
513	18887	217971
514	18963	217877
515	18821	217755
516	18834	217646
517	18838	217434
518	18633	217244
519	18327	217269
520	18209	217373
521	17985	217226
522	17659	217513
523	17477	217527
524	17084	217480
525	16613	217500
526	16255	217562
527	15837	217389
528	15334	217509
529	14902	217642
530	14443	217709
531	13849	217628
532	13414	217517
533	12939	217501
534	12195	217418
535	11672	217454
536	11195	217625
537	10600	217596
538	10102	217667
539	9607	217754
540	9127	217745
541	8722	217851
542	8256	217836
543	7782	217769
544	7410	217861
545	7011	217712
546	6606	217749
547	6246	217754
548	5916	217841
549	5650	217804
550	5343	217893
551	5063	217959
552	4838	217952
553	4639	218003
554	4433	217856
555	4223	218116
556	4088	217978
557	3922	218137
558	3838	218030
559	3684	217939
560	3549	217954
561	3431	217833
562	3258	217826
563	3098	217785
564	2961	217561
565	2866	217534
566	2760	217624
567	2714	217632
568	2627	217592
569	2496	217530
570	2363	217479
571	2255	217448
572	2162	217525
573	2039	217575
574	1917	217333
575	1812	217341
576	1716	217557
577	1676	217538
578	1605	217740
579	1548	217557
580	1466	217529
581	1401	217857
582	1298	217811
583	1200	217599
584	1090	217489
585	1013	217168
586	936	217121
